Unique Transaction Identifier,Price,Date of Transaction,Postal Code,Property Type,Old/New,Duration,PAON,SAON,Street,Locality,Town/City,District,County,PPD Category Type,Record Status
{09266DDB-8A94-AF90-E063-4704A8C02087},250000,2023-05-05,HP6 5AN,F,N,L,1,,WINDSOR COURT,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A95-AF90-E063-4704A8C02087},555000,2023-09-04,HP5 1RD,S,N,F,6,,FRYER CLOSE,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A96-AF90-E063-4704A8C02087},585000,2023-07-25,MK18 1JB,D,N,F,4,,TEMPLE CLOSE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A97-AF90-E063-4704A8C02087},2800000,2023-09-01,HP9 1PL,D,N,F,19,,CHILTERN HILLS ROAD,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A9A-AF90-E063-4704A8C02087},232500,2023-08-25,HP18 9SN,T,N,F,11,,THE LAWNS,BRILL,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A9B-AF90-E063-4704A8C02087},500000,2023-09-01,HP27 0HL,S,N,F,6,,THE AVENUE,,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A9C-AF90-E063-4704A8C02087},730000,2023-08-31,SL0 0QH,S,N,F,108,,PINEWOOD GREEN,,IVER,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A9D-AF90-E063-4704A8C02087},480000,2023-09-20,HP6 5AD,T,N,F,9,,DARLINGTON CLOSE,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8A9E-AF90-E063-4704A8C02087},370000,2023-09-11,HP5 1SS,S,N,F,134,,BOIS MOOR ROAD,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-877A-AF90-E063-4704A8C02087},300000,2023-08-31,HP13 6AZ,S,N,F,58,,BOWERDEAN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-877B-AF90-E063-4704A8C02087},260000,2023-05-25,SL7 3TZ,F,N,L,TRINITY COURT,20,WETHERED ROAD,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-877D-AF90-E063-4704A8C02087},290000,2023-09-04,HP21 8BW,T,N,F,52,,CHILTERN STREET,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-877E-AF90-E063-4704A8C02087},575000,2023-09-08,HP13 5HY,S,N,F,6,,WESTOVER ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8780-AF90-E063-4704A8C02087},225000,2023-05-17,MK18 1BY,T,N,F,4,,CHURCH STREET,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8781-AF90-E063-4704A8C02087},608000,2023-10-12,HP18 9AS,D,N,F,7,,THAME ROAD,LONG CRENDON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8783-AF90-E063-4704A8C02087},330000,2023-06-09,HP12 3EB,S,N,F,144,,DASHWOOD AVENUE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8785-AF90-E063-4704A8C02087},750000,2023-09-06,HP7 9BW,S,N,F,42,,POMEROY CLOSE,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8787-AF90-E063-4704A8C02087},1245000,2023-08-18,HP10 9SZ,D,N,F,LITTLE MAGPIE,,RAYNERS AVENUE,LOUDWATER,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-878B-AF90-E063-4704A8C02087},475000,2023-08-25,HP5 3DA,S,N,F,121,,NALDERS ROAD,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-878D-AF90-E063-4704A8C02087},1100000,2023-08-07,HP9 2YW,D,N,F,30,,LONG GROVE,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-878E-AF90-E063-4704A8C02087},760000,2023-03-29,HP27 9NR,D,N,F,10,,CROWNFIELD,SAUNDERTON,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8791-AF90-E063-4704A8C02087},405500,2023-08-10,SL1 7DB,S,N,F,49,,CLONMEL WAY,BURNHAM,SLOUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8792-AF90-E063-4704A8C02087},910000,2023-09-04,HP7 9NQ,D,N,F,136,,WHITE LION ROAD,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8794-AF90-E063-4704A8C02087},357000,2023-09-01,HP13 6JG,S,N,F,74,,NICHOLAS GARDENS,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8796-AF90-E063-4704A8C02087},610000,2023-08-25,HP5 2QU,S,N,F,20,,CHAPMANS CRESCENT,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8798-AF90-E063-4704A8C02087},640000,2023-05-26,HP7 9NS,D,N,F,37,,BEEL CLOSE,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8799-AF90-E063-4704A8C02087},904000,2023-08-30,SL2 4BP,D,N,F,18,,BUNBY ROAD,STOKE POGES,SLOUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-879A-AF90-E063-4704A8C02087},575000,2023-09-26,HP7 0DY,T,N,F,129,,HIGH STREET,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-879B-AF90-E063-4704A8C02087},280000,2023-08-02,HP20 1NA,T,N,F,18,,VICTORIA STREET,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA0-AF90-E063-4704A8C02087},602000,2023-08-24,HP10 9RJ,D,N,F,1,,WHINNEYS ROAD,LOUDWATER,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA1-AF90-E063-4704A8C02087},430000,2023-08-31,HP10 0QN,S,N,F,30,,ORCHARD DRIVE,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA2-AF90-E063-4704A8C02087},525000,2023-08-25,HP27 9JT,S,N,F,15,,DUNSMORE RIDE,,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA3-AF90-E063-4704A8C02087},285000,2023-06-12,HP27 0AQ,S,N,F,28,,JASMINE CRESCENT,,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA4-AF90-E063-4704A8C02087},640000,2023-08-11,HP13 5PE,S,N,F,260,,HUGHENDEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA5-AF90-E063-4704A8C02087},265000,2023-04-28,HP19 8AH,F,N,L,9,,ARDENHAM STREET,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA6-AF90-E063-4704A8C02087},436500,2023-08-25,HP22 4QQ,S,N,F,29,,CHILTERN ROAD,WINGRAVE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA8-AF90-E063-4704A8C02087},375000,2023-01-06,HP13 5AX,S,N,F,16,,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8AA9-AF90-E063-4704A8C02087},587500,2023-08-25,HP16 9QY,D,N,F,GREENLANDS COTTAGE,,HONOR END LANE,PRESTWOOD,GREAT MISSENDEN,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-879C-AF90-E063-4704A8C02087},767500,2023-08-11,HP10 0ND,S,N,F,6,,RIVERSIDE,WOOBURN MOOR,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-879D-AF90-E063-4704A8C02087},507000,2023-09-26,HP27 0DB,S,N,F,2,,BELL CLOSE,,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-879E-AF90-E063-4704A8C02087},240000,2023-08-16,HP8 4RA,F,N,L,15,,SEYMOUR ROAD,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-879F-AF90-E063-4704A8C02087},310000,2023-09-08,HP22 4BX,S,N,F,97,,STATION ROAD,QUAINTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87A0-AF90-E063-4704A8C02087},480000,2023-08-18,HP5 2BW,D,N,F,16,,GREENWAY,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87A2-AF90-E063-4704A8C02087},600000,2023-05-30,UB9 4DS,S,N,F,FAIRVIEW,,OXFORD ROAD,DENHAM,UXBRIDGE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87A3-AF90-E063-4704A8C02087},790000,2023-08-18,MK17 9BP,D,N,F,PENNHURST,,CHURCH ROAD,STOKE HAMMOND,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87A5-AF90-E063-4704A8C02087},1500000,2023-09-01,MK17 0RB,D,N,F,SINGLEBOROUGH STUD,,BUCKINGHAM ROAD,SINGLEBOROUGH,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87A7-AF90-E063-4704A8C02087},442500,2023-08-21,SL7 3SE,T,N,F,FERN COTTAGES,7,FERN LANE,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87A9-AF90-E063-4704A8C02087},175000,2023-07-14,HP13 7ER,F,N,L,36,,LINGFIELD CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87AB-AF90-E063-4704A8C02087},192500,2023-07-19,HP10 9PA,T,N,L,11,,CHERRY CORNER,FLACKWELL HEATH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87AC-AF90-E063-4704A8C02087},530000,2023-09-01,MK17 0AQ,D,N,F,10,,PARADISE,NEWTON LONGVILLE,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87AD-AF90-E063-4704A8C02087},1155500,2023-09-18,HP6 6PP,D,N,F,19A,,CHENIES AVENUE,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87AF-AF90-E063-4704A8C02087},265000,2023-08-31,HP18 0TE,S,N,F,24,,SPRINGHILL ROAD,GRENDON UNDERWOOD,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B0-AF90-E063-4704A8C02087},522000,2023-09-01,HP14 4SS,D,N,F,14,,ALLEN DRIVE,WALTERS ASH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B1-AF90-E063-4704A8C02087},400000,2023-09-28,MK17 0AN,S,N,F,29,,BETTYS CLOSE,NEWTON LONGVILLE,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B2-AF90-E063-4704A8C02087},470000,2023-08-23,SL7 3PD,T,N,F,5,,LEA CLOSE,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B4-AF90-E063-4704A8C02087},540000,2023-09-05,HP12 4BS,S,N,F,88,,CHAPEL LANE,SANDS,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B6-AF90-E063-4704A8C02087},1160000,2023-07-12,SL9 7DU,D,N,F,29,,GAVIOTS WAY,,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B7-AF90-E063-4704A8C02087},290000,2023-08-25,HP22 6EF,T,N,F,50,,SOUTH STREET,WENDOVER,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B8-AF90-E063-4704A8C02087},815000,2023-09-01,HP18 0AN,D,N,F,THE SPINNEY,,THE GREEN,CUDDINGTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87B9-AF90-E063-4704A8C02087},668000,2023-05-31,HP5 3QY,S,N,F,LONGLANDS,,RUSHMERE LANE,ORCHARD LEIGH,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87BA-AF90-E063-4704A8C02087},210000,2023-09-07,HP14 3RX,F,N,L,4,,BARTHOLOMEW TIPPING WAY,STOKENCHURCH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87BB-AF90-E063-4704A8C02087},310000,2023-08-18,HP21 9NW,T,N,F,29,,WELLAND ROAD,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87BD-AF90-E063-4704A8C02087},1200000,2023-08-15,MK18 5JE,D,N,F,WHITE HOUSE,,MAIN STREET,CHACKMORE,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87BF-AF90-E063-4704A8C02087},355000,2023-09-27,MK17 0DF,S,N,F,20,,WESTBROOK END,NEWTON LONGVILLE,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C0-AF90-E063-4704A8C02087},400000,2023-05-25,HP20 1PX,S,N,F,192,,BROUGHTON AVENUE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C1-AF90-E063-4704A8C02087},390000,2023-08-01,HP11 2TB,S,N,F,3,,PLUMER TERRACE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C2-AF90-E063-4704A8C02087},537500,2023-09-29,NN13 5JR,S,N,F,5,,MAIN STREET,WESTBURY,BRACKLEY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C3-AF90-E063-4704A8C02087},166000,2023-05-10,HP19 0WA,T,N,L,43,,WHINCHAT,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C4-AF90-E063-4704A8C02087},975000,2023-08-24,HP5 1AZ,S,N,F,160,,WHITE HILL,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C5-AF90-E063-4704A8C02087},585000,2023-08-16,HP5 2PN,D,N,F,137,,HIVINGS HILL,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C7-AF90-E063-4704A8C02087},212000,2023-09-29,HP19 0GD,F,N,L,DOVE HOUSE,FLAT 2,DOVE PLACE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87C9-AF90-E063-4704A8C02087},415000,2023-09-28,MK17 0DA,D,N,F,5,,CHESTNUT CLOSE,NEWTON LONGVILLE,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87CA-AF90-E063-4704A8C02087},570000,2023-08-07,HP22 5QZ,S,N,F,3,,WEST END PLACE,WESTON TURVILLE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87CB-AF90-E063-4704A8C02087},451450,2023-08-01,HP5 1PW,S,N,F,32,,SPRINGFIELD ROAD,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87CD-AF90-E063-4704A8C02087},595000,2023-05-03,HP6 5RU,S,N,F,CONSETT,,BRAYS LANE,HYDE HEATH,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87CF-AF90-E063-4704A8C02087},345000,2023-08-21,HP19 0UQ,T,N,F,23,,PUFFIN WAY,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87D1-AF90-E063-4704A8C02087},620000,2023-04-04,UB9 5NA,S,N,F,11,,DENHAM GREEN CLOSE,DENHAM,UXBRIDGE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87D3-AF90-E063-4704A8C02087},677800,2023-05-25,HP5 3BB,D,N,F,15,,HARDING ROAD,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87D4-AF90-E063-4704A8C02087},285000,2023-05-25,HP16 0PH,F,N,L,6,,GILES GATE,PRESTWOOD,GREAT MISSENDEN,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87D5-AF90-E063-4704A8C02087},500000,2023-08-21,SL0 0JS,S,N,F,24,,LOSSIE DRIVE,,IVER,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87DC-AF90-E063-4704A8C02087},475000,2023-08-31,HP22 5EX,D,N,F,75,,GREEN END STREET,ASTON CLINTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87DD-AF90-E063-4704A8C02087},295000,2023-04-19,HP22 5UQ,T,N,F,34,,ORCHARD CLOSE,STOKE MANDEVILLE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87DE-AF90-E063-4704A8C02087},297000,2023-09-05,HP20 2BH,S,N,F,9,,ROXWELL PATH,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87DF-AF90-E063-4704A8C02087},1040000,2023-05-22,HP16 9RA,S,N,F,2,,BRIARY COTTAGES,GREAT HAMPDEN,GREAT MISSENDEN,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87E0-AF90-E063-4704A8C02087},447500,2023-08-24,HP18 0SS,D,N,F,2,,BAKERY CLOSE,GRENDON UNDERWOOD,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87E3-AF90-E063-4704A8C02087},499950,2023-09-15,SL9 9RN,T,N,F,ADSTOCK MEWS,7,CHURCH LANE,CHALFONT ST PETER,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87E5-AF90-E063-4704A8C02087},612500,2023-08-25,HP22 5YH,D,N,F,31,,CARTERS RIDE,STOKE MANDEVILLE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87E6-AF90-E063-4704A8C02087},390000,2023-09-29,HP17 8JQ,S,N,F,19,,COTTLAND CLAY,HADDENHAM,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87E7-AF90-E063-4704A8C02087},1268000,2023-08-04,MK17 0RA,D,N,F,MANOR FARM,THE HAYLOFT,NASH ROAD,GREAT HORWOOD,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87E9-AF90-E063-4704A8C02087},223000,2023-05-05,SL7 3EA,F,N,L,ALFRED DAVIS COURT,6,WETHERED ROAD,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87EA-AF90-E063-4704A8C02087},534500,2023-08-25,HP5 3AY,T,N,F,72,,ESKDALE AVENUE,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87EB-AF90-E063-4704A8C02087},950000,2023-09-15,SL7 1BH,S,N,F,17,,CLAREMONT ROAD,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87ED-AF90-E063-4704A8C02087},940000,2023-08-24,SL2 3RL,D,N,F,JOYOUS GARDE,,HEDGERLEY HILL,HEDGERLEY,SLOUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87EF-AF90-E063-4704A8C02087},1875000,2023-07-05,SL9 7NA,D,N,F,8,,WINDSOR ROAD,,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F0-AF90-E063-4704A8C02087},1100000,2023-09-01,SL9 7JB,D,N,F,40,,BIRCHDALE,,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F2-AF90-E063-4704A8C02087},470000,2023-09-11,SL7 3BA,T,N,F,3,,SANDYGATE CLOSE,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F4-AF90-E063-4704A8C02087},270500,2023-09-22,MK18 5HN,T,N,F,14,,CORONATION COTTAGES,AKELEY,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F5-AF90-E063-4704A8C02087},1525000,2023-09-12,HP27 9LR,D,N,F,THE WHITE CROSS,,CROWBROOK ROAD,ASKETT,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F6-AF90-E063-4704A8C02087},320000,2023-08-14,HP6 6EL,F,N,L,BUCKINGHAM COURT,9,CHESTNUT LANE,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F8-AF90-E063-4704A8C02087},365000,2023-04-05,HP14 3NA,T,N,F,42,,NEW ROAD,BOLTER END,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87F9-AF90-E063-4704A8C02087},2800000,2023-09-22,HP27 9QQ,D,N,F,COPPER BEECHES,,SANDPIT LANE,BLEDLOW,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87FA-AF90-E063-4704A8C02087},932500,2023-08-04,HP12 4DY,D,N,F,APPLE COTTAGE,,HIGHFIELD AVENUE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87FB-AF90-E063-4704A8C02087},1100000,2023-04-28,HP10 0JG,D,N,F,PROSPECT HOUSE,,WIDMOOR,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87FC-AF90-E063-4704A8C02087},590000,2023-10-03,HP16 9PA,S,N,L,14,,OLD TOWN FARM,,GREAT MISSENDEN,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-87FD-AF90-E063-4704A8C02087},1140000,2023-08-24,HP22 4DZ,D,N,F,BALEBECK,,LOWER ROAD,HARDWICK,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8801-AF90-E063-4704A8C02087},420000,2023-08-25,HP12 4DA,S,N,F,ROSEVILLE,,PINEWOOD ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8802-AF90-E063-4704A8C02087},450000,2023-10-04,SL7 2SN,D,N,L,THE GROVE,19,HARLEYFORD,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8803-AF90-E063-4704A8C02087},950000,2023-09-29,HP27 0QD,D,N,F,STEPPING STONES,,GOODACRES LANE,LACEY GREEN,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8804-AF90-E063-4704A8C02087},710000,2023-08-15,MK18 1GN,D,N,F,11,,MOORHEN WAY,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8808-AF90-E063-4704A8C02087},605000,2023-09-14,HP15 6RT,D,N,F,6,,GABLES MEADOW,HOLMER GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{09266DDB-8809-AF90-E063-4704A8C02087},200000,2023-10-10,HP21 8XS,T,N,F,125,,HOLLY DRIVE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
